"","ID","i011","i015","i017","i018","i019","i020","i021","i022","i023","i024","i025","i026"
"93","064028106001",5,1,1,2,1,1,3,2,1,0,2,3
"94","064028109001",4,1,1,2,1,1,2,2,0,1,5,3
"95","064028105002",4,1,1,2,1,1,7,4,1,1,2,3
"96","064028101002",5,1,1,2,1,1,0,2,0,0,3,3
"97","064028124002",5,1,1,2,1,1,2,2,0,0,4,3
"98","064028108002",5,1,1,2,1,1,7,4,0,1,3,4
"99","064028102001",2,1,1,2,1,1,3,2,0,1,5,3
"100","064028111001",5,1,1,2,1,1,3,2,0,1,2,2
"101","064028110003",1,1,1,2,1,1,2,2,0,1,1,3
"102","064028103001",5,1,1,2,1,1,3,2,1,1,3,3
"103","064028115001",1,1,1,0,1,1,2,2,1,1,3,3
"104","064028114002",5,1,1,2,1,0,0,2,0,0,3,3
"105","064028122001",5,1,1,2,1,1,7,2,1,1,6,6
"106","064028104002",1,1,1,2,1,1,3,2,0,1,4,3
"107","064028113002",5,1,1,2,1,1,2,2,0,1,2,3
"108","064028208002",0,1,1,2,1,1,2,2,0,0,2,3
"109","064028218002",5,1,1,1,1,1,2,2,0,1,3,3
"110","064028207002",4,1,1,2,1,1,3,2,0,1,6,6
"111","064028217001",4,1,1,2,1,1,3,2,0,1,3,3
"112","064028223001",2,1,1,2,1,1,3,2,1,1,3,3
"113","064028205001",2,1,1,2,1,1,2,2,1,1,1,3
"114","064028203002",5,1,1,2,0,1,7,5,0,0,3,3
"115","064028213001",5,1,1,2,1,1,7,2,0,1,2,3
"116","064028221001",5,1,1,2,0,1,7,4,0,1,3,3
"117","064028226002",5,1,1,2,1,1,0,2,1,1,3,3
"118","064028204002",5,1,1,2,1,1,7,2,1,1,2,3
"119","064028220001",1,1,1,2,0,1,7,5,0,1,5,3
"120","064028206001",5,1,1,2,0,1,7,4,0,1,2,3
"121","064028216001",3,1,1,2,1,0,0,2,0,1,2,3
"122","064028209001",0,1,1,2,1,0,0,2,0,0,3,3
"123","064028219002",5,1,1,2,1,1,7,2,1,1,3,3
"124","064028211001",4,1,1,2,1,1,7,2,0,1,1,3
"125","064028224001",5,1,1,2,1,1,2,2,1,1,4,2
"126","064028214001",3,1,1,2,1,1,3,2,0,1,4,2
"127","064028202001",1,1,1,2,0,1,2,2,0,0,2,2
"128","064033321002",1,1,1,2,0,0,0,5,0,0,3,3
"129","064033327002",0,1,1,0,0,1,2,5,0,1,2,3
"130","064033325001",0,0,1,2,0,0,0,5,0,0,1,3
"131","064033322001",0,1,1,0,0,1,2,6,0,0,4,3
"132","064033330002",0,0,1,2,0,1,2,6,1,0,2,3
"133","064033341001",2,0,1,2,0,1,2,6,0,1,2,3
"134","064033324002",2,0,1,2,0,0,0,5,0,0,2,3
"135","064033333001",2,0,1,0,0,0,0,5,0,0,4,3
"136","064033306002",3,0,1,2,0,0,0,7,0,0,2,3
"137","064033301001",0,0,1,2,0,1,6,6,0,0,2,3
"138","064033342002",1,0,1,2,0,0,0,6,0,0,3,3
"139","064033331002",1,0,1,0,0,0,0,6,0,0,2,3
"140","064033303001",1,1,0,0,0,0,0,6,0,0,3,3
"141","064033340002",1,0,1,2,0,0,0,6,0,0,2,3
"142","064033336001",2,0,1,0,0,0,0,5,0,0,3,3
"143","064033304001",2,0,1,0,0,0,0,6,0,0,3,2
"144","064033343001",2,0,1,0,0,0,0,5,0,0,2,3
"145","064033337001",0,0,1,2,1,0,0,5,0,0,1,3
"146","064033307001",1,1,1,2,0,0,0,5,0,0,6,6
"147","064033326001",0,0,1,2,0,0,0,6,0,0,3,3
"148","064033308001",3,0,1,0,0,0,0,6,0,0,3,3
"149","064033334001",1,0,1,2,0,0,0,6,0,0,2,3
"150","064033319002",0,1,1,2,1,1,3,2,0,0,3,3
"151","064033313002",2,0,1,2,0,0,0,6,0,0,4,3
"152","064033316002",3,0,1,0,0,0,0,6,0,0,4,3
"153","064033335002",3,0,1,2,1,1,2,6,0,0,4,3
"154","064033314002",1,0,1,2,0,0,0,6,0,0,2,2
"155","064033318002",2,0,1,2,0,0,0,6,0,0,3,3
"156","064033328001",1,0,1,2,0,1,2,6,0,0,2,3
"157","064033338002",2,0,1,0,0,0,0,4,0,0,4,3
"158","064033317001",2,0,1,2,0,0,0,5,0,0,2,3
"159","064033323001",1,0,1,2,0,0,0,6,0,0,4,3
"160","064033339001",1,1,1,2,0,0,0,5,0,0,5,3
"161","064033302001",2,0,1,2,0,0,0,5,0,0,4,3
"162","064033309001",1,0,1,2,0,0,0,6,0,0,1,3
"163","064033329002",1,0,1,2,1,0,0,5,0,0,3,3
"164","064033312001",3,0,1,2,0,1,2,6,0,0,2,3
"165","064033311002",4,1,1,2,0,1,2,5,0,1,4,3
"166","064033332001",2,0,1,2,0,0,0,3,0,0,3,3
"167","064033310001",2,0,0,2,1,0,0,5,0,0,1,3
"168","064033221002",2,1,1,2,0,1,2,5,0,1,3,3
"169","064033234001",2,1,1,0,0,0,0,4,0,0,3,3
"170","064033207002",0,1,1,0,0,0,0,7,0,0,4,3
"171","064033223002",1,1,1,0,0,0,0,5,0,0,3,3
"172","064033212002",1,1,1,2,0,1,2,5,0,0,3,3
"173","064033219002",1,1,1,2,0,1,2,4,0,1,2,3
"174","064033215001",2,1,1,2,0,1,2,4,0,1,3,3
"175","064033225001",1,1,1,2,1,1,2,5,0,0,5,3
"176","064033213001",1,1,1,2,0,1,3,4,0,0,1,3
"177","064033232002",2,1,1,2,0,1,2,5,0,1,3,3
"178","064033201001",2,1,1,2,1,1,5,5,0,0,2,3
"179","064033208002",2,1,1,2,0,1,2,4,0,1,1,3
"180","064033230001",2,1,1,2,0,1,2,4,1,0,3,3
"181","064033203001",2,1,1,2,1,1,2,2,0,1,1,3
"182","064033209002",1,1,1,2,0,1,2,5,0,0,2,2
"183","064033206001",1,1,1,2,0,1,2,4,0,0,6,6
"184","064033226001",2,1,1,2,0,1,2,5,0,1,4,3
"185","064033220002",2,1,1,2,0,0,0,4,0,1,1,3
"186","064033210001",1,1,1,2,0,1,2,4,0,0,3,3
"187","064033228001",1,1,1,2,0,1,3,4,0,1,2,3
"188","064033217001",0,1,1,2,1,1,1,5,0,0,2,2
"189","064033231001",1,1,1,2,0,1,2,4,0,1,3,3
"190","064033211001",1,1,1,2,0,0,0,2,0,1,4,3
"191","064033235002",1,1,1,2,0,1,2,4,0,1,3,3
"192","064033224001",1,1,1,2,0,1,2,4,0,1,3,3
"193","064033216002",2,1,1,2,0,1,2,4,0,0,4,3
"194","064033229001",0,1,1,2,0,1,2,4,1,0,5,2
"195","064033202001",2,1,1,2,1,1,2,5,0,1,2,3
"196","064033214002",2,1,1,2,0,1,2,5,0,1,2,3
"197","064033222001",2,1,1,2,0,1,0,4,0,0,4,3
"198","064033204002",2,1,1,2,0,1,2,5,0,0,2,3
"199","064033103001",2,0,1,2,0,0,0,6,0,0,4,2
"200","064033122003",2,0,1,2,1,0,0,2,0,0,3,3
"201","064033110001",2,0,1,0,0,0,0,6,0,0,3,3
"202","064033108001",2,0,1,0,0,0,0,7,0,0,3,3
"203","064033127002",2,0,1,2,0,0,0,6,0,0,3,3
"204","064033120002",1,0,1,2,0,1,2,5,0,1,3,3
"205","064033123001",1,0,0,0,0,0,0,5,0,0,6,6
"206","064033130001",1,0,0,0,0,0,0,5,0,0,4,3
"207","064033119001",0,0,0,2,0,0,0,5,0,0,3,3
"208","064033128001",2,0,1,0,0,1,2,5,0,0,2,3
"209","064033109002",4,1,1,0,0,0,0,5,0,0,6,3
"210","064033117002",1,1,1,2,0,1,2,5,0,1,4,4
"211","064033106001",1,1,0,0,0,0,0,5,0,0,4,3
"212","064033116001",0,0,0,0,0,1,2,5,0,0,4,3
"213","064033101001",1,0,1,0,0,0,0,6,0,1,3,2
"214","064033124002",1,0,0,2,0,0,0,5,0,0,3,3
"215","064033129001",1,0,0,0,0,0,0,5,0,0,3,3
"216","064033102002",1,0,0,0,0,0,0,1,0,0,5,3
"217","064033111001",1,0,0,2,0,0,0,5,0,1,3,3
"218","064033125002",1,0,0,2,0,0,0,3,0,0,4,3
"219","064033126001",1,0,0,2,0,0,0,5,0,0,4,3
"220","064033114001",2,0,0,0,0,0,0,6,0,0,3,3
"221","064033113001",1,0,0,2,0,0,0,6,0,0,3,3
"222","064033118001",0,0,0,0,0,0,0,6,0,0,4,3
"223","064033112002",1,0,1,0,0,0,0,6,0,0,4,3
"224","064033132001",1,0,1,0,0,0,0,6,0,0,4,3
"225","064033131002",2,0,0,2,0,0,0,6,0,0,3,3
"226","064033115002",1,0,1,2,0,0,0,6,1,0,4,3
"227","064033104001",1,0,0,2,0,0,0,5,0,0,4,4
"228","064033105002",2,0,0,2,0,1,2,5,0,0,4,3
"229","064033107002",1,0,0,2,0,0,0,6,0,1,3,3
"230","060481308002",1,1,1,2,0,0,0,4,0,0,3,3
"231","060481310002",1,0,1,0,0,0,0,4,0,0,3,3
"232","060481301002",0,0,1,0,0,0,0,4,1,0,4,3
"233","060481312001",2,0,1,0,0,0,0,4,0,0,3,3
"234","060481322002",0,0,1,0,0,0,0,1,0,0,3,3
"235","060481303001",2,0,0,0,0,0,0,5,0,1,4,3
"236","060481325001",0,0,1,0,0,0,0,4,0,0,4,1
"237","060481309003",0,0,0,2,0,0,0,6,1,0,3,3
"238","060481307002",0,0,1,0,0,0,0,4,0,0,3,3
"239","060481320002",1,0,1,2,0,0,0,5,1,1,4,3
"240","060481302001",0,0,1,2,0,1,4,4,1,1,3,3
"241","060481313001",1,1,1,2,0,0,0,4,0,1,4,3
"242","060481331002",1,0,1,0,0,0,0,4,0,0,4,3
"243","060481316001",2,0,1,0,0,0,0,4,0,0,4,3
"244","060481326001",1,0,1,2,0,0,0,4,1,1,4,3
"245","060481328001",2,0,1,0,0,0,0,6,0,0,5,3
"246","060481318001",2,0,0,2,0,0,0,5,0,0,3,3
"247","060481323001",1,0,1,0,0,0,0,2,1,0,3,2
"248","060481327002",1,0,1,0,0,0,0,2,1,0,3,3
"249","060481317001",2,0,1,0,0,0,0,2,0,0,4,3
"250","060481329002",0,0,1,2,0,1,2,5,0,1,2,3
"251","060481321002",0,1,1,2,0,0,0,5,1,0,2,3
"252","060481305001",3,0,1,0,0,0,0,5,0,0,2,3
"253","060481332001",1,0,1,2,0,1,2,5,0,0,3,3
"254","060481304002",1,0,1,2,0,1,4,4,0,0,3,3
"255","060481330001",1,1,1,2,0,0,0,5,1,1,2,3
"256","060481319002",1,0,1,2,1,0,0,6,0,0,3,3
"257","060481311001",1,0,1,2,0,0,0,4,0,1,3,3
"258","060481324002",2,0,1,0,0,0,0,6,0,0,3,3
"259","060481132002",2,0,1,2,0,0,0,4,0,1,2,3
"260","060481102001",2,0,1,2,0,0,0,4,0,0,3,2
"261","060481118001",2,0,1,2,0,0,0,5,0,1,4,2
"262","060481109001",2,0,1,0,0,0,0,4,0,1,4,3
"263","060481111002",2,0,1,2,0,0,0,5,0,0,4,2
"264","060481101002",0,1,1,2,0,0,0,4,0,0,3,3
"265","060481125002",0,0,1,2,0,0,0,4,0,0,3,2
"266","060481107002",0,0,1,0,0,0,0,4,0,0,4,3
"267","060481114001",0,0,1,0,0,0,0,4,0,0,3,3
"268","060481128001",1,0,1,2,0,1,2,5,1,0,3,3
"269","060481104002",1,0,1,0,0,1,2,5,0,0,1,3
"270","060481108001",1,0,1,0,0,0,0,2,0,0,3,3
"271","060481123001",1,1,1,0,0,0,0,5,0,0,5,1
"272","060481124001",1,0,1,0,0,1,2,4,0,0,3,3
"273","060481120001",1,0,1,0,0,0,0,5,0,1,3,3
"274","060481112002",2,0,1,2,0,0,0,2,1,0,3,2
"275","060481133002",1,0,1,0,0,0,0,4,1,0,3,2
"276","060481110001",1,0,1,0,0,0,0,2,0,0,2,2
"277","060481122002",2,0,1,0,0,0,0,5,0,0,3,3
"278","060481119001",1,0,1,2,0,0,0,7,0,0,4,3
"279","060481130002",1,0,1,2,0,0,0,1,0,0,3,3
"280","060481127001",0,0,1,0,0,0,0,4,1,1,4,3
"281","060481117002",1,0,1,2,1,1,2,1,0,0,3,3
"282","060481129001",0,0,1,0,0,0,0,2,0,1,3,3
"283","060481121001",0,0,1,2,0,1,2,4,1,1,1,3
"284","060481140002",0,0,1,2,0,0,0,4,0,1,1,3
"285","060481126002",1,0,1,2,0,0,0,5,1,1,3,3
"286","060481135002",2,0,1,2,0,0,0,5,0,0,6,6
"287","060481138001",1,0,1,0,0,0,0,5,0,0,4,3
"288","060481134002",0,0,1,2,0,0,0,4,0,0,2,3
"289","060481131002",1,0,1,0,0,0,0,6,0,0,4,3
"290","060481115001",1,0,1,0,0,0,0,1,0,0,5,2
"291","060481113001",2,0,1,2,0,0,0,4,0,1,4,3
"292","060481116002",1,0,1,2,0,1,2,2,0,1,3,3
"293","060481208001",2,0,1,0,0,1,2,4,0,0,2,3
"294","060481230001",1,0,1,2,0,0,0,4,1,1,2,3
"295","060481219002",1,0,1,0,0,0,0,4,0,0,5,3
"296","060481236002",2,0,1,2,0,0,0,4,1,1,1,3
"297","060481238001",1,0,1,0,0,0,0,4,0,0,3,3
"298","060481223002",1,0,1,0,0,0,0,4,1,1,4,3
"299","060481241001",1,0,1,2,0,0,0,5,1,1,3,3
"300","060481220001",1,0,1,0,0,0,0,5,1,0,4,3
"301","060481217002",1,0,1,2,0,1,2,5,1,1,4,3
"302","060481212001",1,0,1,0,1,1,2,4,0,0,3,3
"303","060481218001",0,0,1,0,0,1,2,4,0,0,4,3
"304","060481234001",0,1,1,2,0,1,2,5,0,1,2,3
"305","060481205002",3,0,1,2,0,0,0,4,0,0,2,3
"306","060481224002",0,1,1,2,1,1,2,2,1,1,4,3
"307","060481242001",2,0,1,2,0,1,2,4,0,1,1,3
"308","060481207002",2,0,1,2,0,0,0,4,0,0,2,3
"309","060481228001",1,0,1,2,0,0,0,2,0,0,3,3
"310","060481239002",1,0,1,2,0,0,0,2,0,0,3,3
"311","060481222001",2,0,1,0,0,0,0,4,0,0,3,3
"312","060481231001",0,0,1,0,0,0,0,5,1,1,2,3
"313","060481226001",1,0,1,0,0,1,2,2,0,0,2,4
"314","060481211002",0,1,1,2,0,1,2,4,1,1,2,3
"315","060481240001",2,0,1,0,0,1,2,2,0,0,2,3
"316","060481213001",1,0,1,0,0,1,2,2,0,0,3,3
"317","060481203002",1,0,1,2,0,0,0,4,1,0,1,3
"318","060481232002",2,0,1,0,0,0,0,5,0,0,2,3
"319","060481209001",1,0,1,0,0,0,0,4,1,0,4,3
"320","060481233001",1,0,1,0,0,1,2,6,0,0,3,3
"321","060481216001",1,0,1,2,0,1,2,5,0,1,2,3
"322","060481221001",0,0,1,2,0,0,0,4,0,0,5,3
"323","060481227001",1,0,1,0,0,0,0,4,0,0,3,3
"324","060481237002",1,0,1,2,1,0,0,2,1,1,2,3
"325","060481235001",1,0,1,0,0,0,0,4,0,0,3,2
"326","060481210002",1,0,1,2,0,1,2,5,0,0,5,2
"327","060481202002",1,0,1,0,1,1,2,2,0,0,4,3
"328","060481214001",0,0,1,2,0,1,2,4,0,1,1,3
"329","060481206002",2,0,1,0,0,0,0,6,1,0,2,3
"330","060481225002",1,0,1,0,0,0,0,5,0,0,5,3
"331","060481229002",1,0,1,2,0,0,0,5,0,0,2,3
"332","060481215001",0,0,1,0,0,1,2,4,0,1,3,3
"333","060481204001",0,0,1,2,0,0,0,5,1,1,1,3
"334","060440116001",1,0,1,0,0,0,0,6,0,0,4,3
"335","060440124001",1,0,1,2,0,0,0,5,0,0,4,2
"336","060440131002",2,1,1,0,0,0,0,4,0,0,3,3
"337","060440109001",2,0,1,2,0,0,0,2,0,1,3,3
"338","060440120002",1,1,1,2,0,0,0,5,1,0,4,3
"339","060440106002",2,1,1,0,1,1,2,4,0,0,1,3
"340","060440102001",1,0,1,0,0,0,0,6,0,0,4,3
"341","060440117002",2,1,1,2,0,1,2,4,1,1,1,3
"342","060440107002",2,1,1,2,0,1,2,2,1,1,2,3
"343","060440110002",2,1,1,2,1,1,2,2,1,0,1,3
"344","060440105003",2,0,1,0,1,0,0,5,0,0,3,3
"345","060440137002",1,0,1,0,0,0,0,1,0,0,5,3
"346","060440139002",2,0,1,2,0,1,2,4,0,1,3,3
"347","060440133001",2,1,1,0,1,1,2,2,0,0,1,6
"348","060440108001",0,0,1,0,0,1,2,4,0,0,3,3
"349","060440127001",2,0,1,0,0,0,0,5,0,0,5,3
"350","060440112001",1,0,1,0,0,0,0,5,0,0,5,1
"351","060440104002",0,0,1,0,0,1,2,4,0,0,3,3
"352","060440130002",2,0,1,2,0,1,2,4,0,0,5,3
"353","060440134001",1,0,1,0,0,0,0,2,1,0,3,3
"354","060440136001",1,0,1,0,0,0,0,6,0,0,1,3
"355","060440123002",2,0,0,2,0,1,2,4,0,0,5,3
"356","060440115002",1,0,1,2,0,0,0,2,0,1,2,3
"357","060440129002",0,0,1,2,1,1,2,2,0,0,1,3
"358","060440126001",3,0,1,2,1,1,2,2,1,1,2,2
"359","060440132001",1,0,1,0,1,0,0,2,0,0,1,3
"360","060440113001",3,1,1,2,1,1,2,2,0,0,6,6
"361","060440138001",1,0,1,2,0,1,2,4,0,0,4,2
"362","060440121001",0,0,1,2,0,1,2,4,0,0,4,2
"363","060440135002",2,0,1,0,1,0,0,5,0,0,2,3
"364","060440118001",0,0,0,2,0,0,0,4,0,1,6,6
"365","060440122001",0,1,1,0,1,0,0,2,0,0,1,2
"366","060440114002",3,1,1,0,1,1,2,2,0,1,6,6
"367","060440128002",0,0,1,2,0,0,0,5,0,0,3,3
"368","060440111002",1,0,1,0,0,0,0,5,0,0,4,3
"369","060440125002",1,0,1,0,0,0,0,6,1,0,4,3
"370","060440119002",2,0,1,0,0,0,0,5,0,0,4,3
"371","060440103001",1,0,1,0,0,0,0,2,0,0,3,3
"372","060440101001",1,0,1,2,0,0,0,5,1,0,2,3
"373","060440212002",3,0,1,2,0,0,0,4,0,0,4,6
"374","060440219001",1,0,1,0,0,0,0,4,0,0,5,3
"375","060440224002",1,1,1,0,0,1,2,2,1,1,4,3
"376","060440228002",0,0,1,2,1,1,2,2,0,0,1,6
"377","060440209002",2,0,1,2,0,0,0,5,0,0,3,3
"378","060440204001",1,0,1,0,0,0,0,5,0,0,5,3
"379","060440221002",0,0,1,2,0,1,2,4,0,0,2,3
"380","060440201001",3,0,1,0,0,0,0,6,0,0,3,3
"381","060440227001",2,0,1,0,0,0,0,5,0,0,4,3
"382","060440222001",1,1,1,2,0,0,0,5,0,0,4,3
"383","060440214002",1,0,1,0,0,0,0,6,0,0,3,3
"384","060440215002",2,0,1,0,0,1,2,4,0,0,3,3
"385","060440226001",2,0,1,2,0,0,0,2,0,0,3,3
"386","060440220001",1,0,1,0,0,0,0,5,0,0,3,3
"387","060440211001",1,0,1,0,0,0,0,6,0,0,4,2
"388","060440207001",1,1,1,0,0,0,0,4,0,0,4,3
"389","060440217002",1,0,0,2,0,0,0,2,0,0,3,3
"390","060440218001",2,0,0,0,0,0,0,6,0,0,4,3
"391","060440223001",1,1,1,0,0,0,0,6,0,0,5,3
"392","060440202001",3,0,1,0,0,0,0,4,0,0,5,3
"393","060440206002",3,0,1,2,1,0,0,5,0,0,2,3
"394","060440213001",3,0,1,2,1,0,0,2,1,0,2,3
"395","060440203001",3,0,1,0,0,0,0,5,0,0,1,3
"396","060440225002",1,1,1,2,0,0,0,4,0,0,3,3
"397","060440317001",0,1,1,1,0,1,2,5,0,0,2,3
"398","060440306002",1,0,1,2,0,0,0,4,0,0,4,3
"399","060440302002",1,0,0,0,1,1,2,6,0,0,1,3
"400","060440316001",1,1,1,2,0,0,0,5,0,0,4,3
"401","060440301002",1,0,1,2,1,1,2,2,1,1,1,3
"402","060440309002",2,0,1,0,0,0,0,5,0,0,5,2
"403","060440305001",0,0,1,2,0,0,0,6,0,0,5,3
"404","060440310001",3,0,1,0,0,1,2,1,0,0,4,3
"405","060440328001",3,0,1,2,0,0,0,5,0,0,3,3
"406","060440331001",1,0,1,2,0,0,0,5,1,1,2,3
"407","060440320001",1,0,1,2,0,0,0,2,0,0,3,3
"408","060440312002",2,0,1,0,1,0,0,1,0,0,1,3
"409","060440303001",1,0,1,2,0,0,0,5,0,0,2,3
"410","060440311002",1,0,1,2,0,0,0,4,1,0,3,2
"411","060440318002",2,1,1,2,0,0,0,6,0,0,1,3
"412","060440314001",2,0,1,2,1,0,0,2,0,0,2,3
"413","060440325001",2,0,1,0,1,1,2,2,0,0,2,3
"414","060440327001",1,0,1,0,0,0,0,5,0,0,3,3
"415","060440307001",0,1,1,2,0,1,2,4,0,0,4,3
"416","060440326001",1,0,1,0,0,0,0,5,0,0,4,3
"417","060440323002",2,0,1,2,0,1,2,1,0,1,3,3
"418","060440329001",1,0,1,2,1,0,0,5,0,1,2,3
"419","060440304001",1,1,1,0,0,0,0,6,0,0,6,6
"420","060440330002",1,0,1,0,1,0,0,2,0,0,3,3
"421","060440308001",1,0,1,2,0,0,0,6,0,0,5,3
"422","060440319002",3,1,1,2,0,1,2,4,0,0,3,3
"423","060440313001",1,0,1,2,0,0,0,4,1,1,2,3
"424","060440321002",2,0,1,2,1,1,2,2,0,0,2,2
"425","065546334001",0,0,0,0,0,0,0,6,0,0,5,3
"426","065546332001",1,0,1,0,0,0,0,5,0,0,5,3
"427","065546320002",0,0,1,0,0,1,2,6,0,0,2,3
"428","065546324002",0,0,1,0,0,0,0,6,0,0,3,3
"429","065546317001",0,0,1,0,0,0,0,2,0,1,3,2
"430","065546314001",1,0,1,0,0,0,0,6,0,0,5,3
"431","065546311001",0,0,1,0,0,0,0,5,0,0,5,3
"432","065546309001",0,0,1,0,0,0,0,5,0,0,2,3
"433","065546303001",1,0,1,2,0,0,0,2,0,1,1,3
"434","065546331002",1,0,1,0,0,1,2,5,0,0,1,3
